@relation 'testbw-weka.filters.unsupervised.attribute.Remove-R2-4,13-22-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute Unixtime numeric
@attribute 'Wirkleistung t-7' numeric
@attribute 'Wirkleistung t-6' numeric
@attribute 'Wirkleistung t-5' numeric
@attribute 'Wirkleistung t-4' numeric
@attribute 'Wirkleistung t-3' numeric
@attribute 'Wirkleistung t-2' numeric
@attribute 'Wirkleistung t-1' numeric
@attribute 'Wirkleistung t+0' numeric
@attribute Klasse {0,1,2,3,4,5}

@data
1382290681,0,0,0,0,0,0,0,0,0
1382290682,0,0,0,0,0,0,0,0,0
1382290683,0,0,0,0,0,0,0,0,0
1382290684,0,0,0,0,0,0,0,0,0
1382290685,0,0,0,0,0,0,0,0,0
1382290686,0,0,0,0,0,0,0,0,0
1382290687,0,0,0,0,0,0,0,0,0
1382290688,0,0,0,0,0,0,0,0,0
1382290689,0,0,0,0,0,0,0,0,0
1382290690,0,0,0,0,0,0,0,0,0
1382290691,0,0,0,0,0,0,0,0,0
1382290692,0,0,0,0,0,0,0,0,0
1382290693,0,0,0,0,0,0,0,0,0
1382290694,0,0,0,0,0,0,0,0,0
1382290695,0,0,0,0,0,0,0,0,0
1382290696,0,0,0,0,0,0,0,0,0
1382290697,0,0,0,0,0,0,0,0,0
1382290698,0,0,0,0,0,0,0,0,0
1382290699,0,0,0,0,0,0,0,0,0
1382290700,0,0,0,0,0,0,0,0,0
1382290701,0,0,0,0,0,0,0,0,0
1382290702,0,0,0,0,0,0,0,0,0
1382290703,0,0,0,0,0,0,0,0,0
1382290704,0,0,0,0,0,0,0,0,0
1382290705,0,0,0,0,0,0,0,0,0
1382290706,0,0,0,0,0,0,0,0,0
1382290707,0,0,0,0,0,0,0,0,0
1382290708,0,0,0,0,0,0,0,0,0
1382290709,0,0,0,0,0,0,0,0,0
1382290710,0,0,0,0,0,0,0,0,0
1382290711,0,0,0,0,0,0,0,0,0
1382290712,0,0,0,0,0,0,0,0,0
1382290713,0,0,0,0,0,0,0,0,0
1382290714,0,0,0,0,0,0,0,0,0
1382290715,0,0,0,0,0,0,0,0,0
1382290716,0,0,0,0,0,0,0,0,0
1382290717,0,0,0,0,0,0,0,0,0
1382290718,0,0,0,0,0,0,0,0,0
1382290719,0,0,0,0,0,0,0,0,0
1382290720,0,0,0,0,0,0,0,0,0
1382290721,0,0,0,0,0,0,0,0,0
1382290722,0,0,0,0,0,0,0,0,0
1382290723,0,0,0,0,0,0,0,0,0
1382290724,0,0,0,0,0,0,0,0,0
1382290725,0,0,0,0,0,0,0,0,0
1382290726,0,0,0,0,0,0,0,0,0
1382290727,0,0,0,0,0,0,0,0,0
1382290728,0,0,0,0,0,0,0,0,0
1382290729,0,0,0,0,0,0,0,0,0
1382290730,0,0,0,0,0,0,0,0,0
1382290731,0,0,0,0,0,0,0,0,0
1382290732,0,0,0,0,0,0,0,0,0
1382290733,0,0,0,0,0,0,0,0,0
1382290734,0,0,0,0,0,0,0,0,0
1382290735,0,0,0,0,0,0,0,0,0
1382290736,0,0,0,0,0,0,0,0,0
1382290737,0,0,0,0,0,0,0,0,0
1382290738,0,0,0,0,0,0,0,0,0
1382290739,0,0,0,0,0,0,0,0,0
1382290740,0,0,0,0,0,0,0,0,0
1382290741,0,0,0,0,0,0,0,0,0
1382290742,0,0,0,0,0,0,0,0,0
1382290743,0,0,0,0,0,0,0,0,0
1382290744,0,0,0,0,0,0,0,0,0
1382290745,0,0,0,0,0,0,0,0,0
1382290746,0,0,0,0,0,0,0,0,0
1382290747,0,0,0,0,0,0,0,0,0
1382290748,0,0,0,0,0,0,0,0,0
1382290749,0,0,0,0,0,0,0,0,0
1382290750,0,0,0,0,0,0,0,0,0
1382290751,0,0,0,0,0,0,0,0,0
1382290752,0,0,0,0,0,0,0,0,0
1382290753,0,0,0,0,0,0,0,0,0
1382290754,0,0,0,0,0,0,0,0,0
1382290755,0,0,0,0,0,0,0,0,0
1382290756,0,0,0,0,0,0,0,0,0
1382290757,0,0,0,0,0,0,0,0,0
1382290758,0,0,0,0,0,0,0,0,0
1382290759,0,0,0,0,0,0,0,0,0
1382290760,0,0,0,0,0,0,0,0,0
1382290761,0,0,0,0,0,0,0,0,0
1382290762,0,0,0,0,0,0,0,0,0
1382290763,0,0,0,0,0,0,0,0,0
1382290764,0,0,0,0,0,0,0,0,0
1382290765,0,0,0,0,0,0,0,0,0
1382290766,0,0,0,0,0,0,0,0,0
1382290767,0,0,0,0,0,0,0,0,0
1382290768,0,0,0,0,0,0,0,0,0
1382290769,0,0,0,0,0,0,0,0,0
1382290770,0,0,0,0,0,0,0,0,0
1382290771,0,0,0,0,0,0,0,0,0
1382290772,0,0,0,0,0,0,0,0,0
1382290773,0,0,0,0,0,0,0,0,0
1382290774,0,0,0,0,0,0,0,0,0
1382290775,0,0,0,0,0,0,0,0,0
1382290776,0,0,0,0,0,0,0,0,0
1382290777,0,0,0,0,0,0,0,0,0
1382290778,0,0,0,0,0,0,0,0,0
1382290779,0,0,0,0,0,0,0,0,0
1382290780,0,0,0,0,0,0,0,0,0
1382290781,0,0,0,0,0,0,0,0,0
1382290782,0,0,0,0,0,0,0,0,0
1382290783,0,0,0,0,0,0,0,0,0
1382290784,0,0,0,0,0,0,0,0,0
1382290785,0,0,0,0,0,0,0,0,0
1382290786,0,0,0,0,0,0,0,0,0
1382290787,0,0,0,0,0,0,0,0,0
1382290788,0,0,0,0,0,0,0,0,0
1382290789,0,0,0,0,0,0,0,0,0
1382290790,0,0,0,0,0,0,0,0,0
1382290791,0,0,0,0,0,0,0,0,0
1382290792,0,0,0,0,0,0,0,0,0
1382290793,0,0,0,0,0,0,0,0,0
1382290794,0,0,0,0,0,0,0,0,0
1382290795,0,0,0,0,0,0,0,0,0
1382290796,0,0,0,0,0,0,0,0,0
1382290797,0,0,0,0,0,0,0,0,0
1382290798,0,0,0,0,0,0,0,0,0
1382290799,0,0,0,0,0,0,0,0,0
1382290800,0,0,0,0,0,0,0,0,0
1382290801,0,0,0,0,0,0,0,0,0
1382290802,0,0,0,0,0,0,0,0,0
1382290803,0,0,0,0,0,0,0,0,0
1382290804,0,0,0,0,0,0,0,0,0
1382290805,0,0,0,0,0,0,0,0,0
1382290806,0,0,0,0,0,0,0,0,0
1382290807,0,0,0,0,0,0,0,0,0
1382290808,0,0,0,0,0,0,0,0,0
1382290809,0,0,0,0,0,0,0,0,0
1382290810,0,0,0,0,0,0,0,0,0
1382290811,0,0,0,0,0,0,0,0,0
1382290812,0,0,0,0,0,0,0,0,0
1382290813,0,0,0,0,0,0,0,0,0
1382290814,0,0,0,0,0,0,0,0,0
1382290815,0,0,0,0,0,0,0,0,0
1382290816,0,0,0,0,0,0,0,0,0
1382290817,0,0,0,0,0,0,0,0,0
1382290818,0,0,0,0,0,0,0,0,0
1382290819,0,0,0,0,0,0,0,0,0
1382290820,0,0,0,0,0,0,0,0,0
1382290821,0,0,0,0,0,0,0,0,0
1382290822,0,0,0,0,0,0,0,0,0
1382290823,0,0,0,0,0,0,0,0,0
1382290824,0,0,0,0,0,0,0,0,0
1382290825,0,0,0,0,0,0,0,0,0
1382290826,0,0,0,0,0,0,0,0,0
1382290827,0,0,0,0,0,0,0,0,0
1382290828,0,0,0,0,0,0,0,0,0
1382290829,0,0,0,0,0,0,0,0,0
1382290830,0,0,0,0,0,0,0,0,0
1382290831,0,0,0,0,0,0,0,0,0
1382290832,0,0,0,0,0,0,0,0,0
1382290833,0,0,0,0,0,0,0,0,0
1382290834,0,0,0,0,0,0,0,0,0
1382290835,0,0,0,0,0,0,0,0,0
1382290836,0,0,0,0,0,0,0,0,0
1382290837,0,0,0,0,0,0,0,0,0
1382290838,0,0,0,0,0,0,0,0,0
1382290839,0,0,0,0,0,0,0,0,0
1382290840,0,0,0,0,0,0,0,0,0
1382290841,0,0,0,0,0,0,0,0,0
1382290842,0,0,0,0,0,0,0,0,0
1382290843,0,0,0,0,0,0,0,0,0
1382290844,0,0,0,0,0,0,0,0,0
1382290845,0,0,0,0,0,0,0,0,0
1382290846,0,0,0,0,0,0,0,0,0
1382290847,0,0,0,0,0,0,0,0,0
1382290848,0,0,0,0,0,0,0,0,0
1382290849,0,0,0,0,0,0,0,0,0
1382290850,0,0,0,0,0,0,0,0,0
1382290851,0,0,0,0,0,0,0,0,0
1382290852,0,0,0,0,0,0,0,0,0
1382290853,0,0,0,0,0,0,0,0,0
1382290854,0,0,0,0,0,0,0,0,0
1382290855,0,0,0,0,0,0,0,0,0
1382290856,0,0,0,0,0,0,0,0,0
1382290857,0,0,0,0,0,0,0,0,0
1382290858,0,0,0,0,0,0,0,0,0
1382290859,0,0,0,0,0,0,0,0,0
1382290860,0,0,0,0,0,0,0,0,0
1382290861,0,0,0,0,0,0,0,0,0
1382290862,0,0,0,0,0,0,0,0,0
1382290863,0,0,0,0,0,0,0,0,0
1382290864,0,0,0,0,0,0,0,0,0
1382290865,0,0,0,0,0,0,0,0,0
1382290866,0,0,0,0,0,0,0,0,0
1382290867,0,0,0,0,0,0,0,0,0
1382290868,0,0,0,0,0,0,0,0,0
1382290869,0,0,0,0,0,0,0,0,0
1382290870,0,0,0,0,0,0,0,0,0
1382290871,0,0,0,0,0,0,0,0,0
1382290872,0,0,0,0,0,0,0,0,0
1382290873,0,0,0,0,0,0,0,0,0
1382290874,0,0,0,0,0,0,0,0,0
1382290875,0,0,0,0,0,0,0,0,0
1382290876,0,0,0,0,0,0,0,0,0
1382290877,0,0,0,0,0,0,0,0,0
1382290878,0,0,0,0,0,0,0,0,0
1382290879,0,0,0,0,0,0,0,0,0
1382290880,0,0,0,0,0,0,0,0,0
1382290881,0,0,0,0,0,0,0,0,0
1382290882,0,0,0,0,0,0,0,0,0
1382290883,0,0,0,0,0,0,0,0,0
1382290884,0,0,0,0,0,0,0,0,0
1382290885,0,0,0,0,0,0,0,0,0
1382290886,0,0,0,0,0,0,0,0,0
1382290887,0,0,0,0,0,0,0,0,0
1382290888,0,0,0,0,0,0,0,0,0
1382290889,0,0,0,0,0,0,0,0,0
1382290890,0,0,0,0,0,0,0,0,0
1382290891,0,0,0,0,0,0,0,0,0
1382290892,0,0,0,0,0,0,0,0,0
1382290893,0,0,0,0,0,0,0,0,0
1382290894,0,0,0,0,0,0,0,0,0
1382290895,0,0,0,0,0,0,0,0,0
1382290896,0,0,0,0,0,0,0,0,0
1382290897,0,0,0,0,0,0,0,0,0
1382290898,0,0,0,0,0,0,0,0,0
1382290899,0,0,0,0,0,0,0,0,0
1382290900,0,0,0,0,0,0,0,0,0
1382290901,0,0,0,0,0,0,0,0,0
1382290902,0,0,0,0,0,0,0,0,0
1382290903,0,0,0,0,0,0,0,0,0
1382290904,0,0,0,0,0,0,0,0,0
1382290905,0,0,0,0,0,0,0,0,0
1382290906,0,0,0,0,0,0,0,0,0
1382290907,0,0,0,0,0,0,0,0,0
1382290908,0,0,0,0,0,0,0,0,0
1382290909,0,0,0,0,0,0,0,0,0
1382290910,0,0,0,0,0,0,0,0,0
1382290911,0,0,0,0,0,0,0,0,0
1382290912,0,0,0,0,0,0,0,0,0
1382290913,0,0,0,0,0,0,0,0,0
1382290914,0,0,0,0,0,0,0,0,0
1382290915,0,0,0,0,0,0,0,0,0
1382290916,0,0,0,0,0,0,0,0,0
1382290917,0,0,0,0,0,0,0,0,0
1382290918,0,0,0,0,0,0,0,0,0
1382290919,0,0,0,0,0,0,0,0,0
1382290920,0,0,0,0,0,0,0,0,0
1382290921,0,0,0,0,0,0,0,0,0
1382290922,0,0,0,0,0,0,0,0,0
1382290923,0,0,0,0,0,0,0,0,0
1382290924,0,0,0,0,0,0,0,0,0
1382290925,0,0,0,0,0,0,0,0,0
1382290926,0,0,0,0,0,0,0,0,0
1382290927,0,0,0,0,0,0,0,0,0
1382290928,0,0,0,0,0,0,0,0,0
1382290929,0,0,0,0,0,0,0,0,0
1382290930,0,0,0,0,0,0,0,0,0
1382290931,0,0,0,0,0,0,0,0,0
1382290932,0,0,0,0,0,0,0,0,0
1382290933,0,0,0,0,0,0,0,0,0
1382290934,0,0,0,0,0,0,0,0,0
1382290935,0,0,0,0,0,0,0,0,0
1382290936,0,0,0,0,0,0,0,0,0
1382290937,0,0,0,0,0,0,0,0,0
1382290938,0,0,0,0,0,0,0,0,0
1382290939,0,0,0,0,0,0,0,0,0
1382290940,0,0,0,0,0,0,0,0,0
1382290941,0,0,0,0,0,0,0,0,0
1382290942,0,0,0,0,0,0,0,0,0
1382290943,0,0,0,0,0,0,0,0,0
1382290944,0,0,0,0,0,0,0,0,0
1382290945,0,0,0,0,0,0,0,0,0
1382290946,0,0,0,0,0,0,0,0,0
1382290947,0,0,0,0,0,0,0,0,0
1382290948,0,0,0,0,0,0,0,0,0
1382290949,0,0,0,0,0,0,0,0,0
1382290950,0,0,0,0,0,0,0,0,0
1382290951,0,0,0,0,0,0,0,0,0
1382290952,0,0,0,0,0,0,0,0,0
1382290953,0,0,0,0,0,0,0,0,0
1382290954,0,0,0,0,0,0,0,0,0
1382290955,0,0,0,0,0,0,0,0,0
1382290956,0,0,0,0,0,0,0,0,0
1382290957,0,0,0,0,0,0,0,0,0
1382290958,0,0,0,0,0,0,0,0,0
1382290959,0,0,0,0,0,0,0,0,0
1382290960,0,0,0,0,0,0,0,0,0
1382290961,0,0,0,0,0,0,0,0,0
1382290962,0,0,0,0,0,0,0,0,0
1382290963,0,0,0,0,0,0,0,0,0
1382290964,0,0,0,0,0,0,0,0,0
1382290965,0,0,0,0,0,0,0,0,0
1382290966,0,0,0,0,0,0,0,0,0
1382290967,0,0,0,0,0,0,0,0,0
1382290968,0,0,0,0,0,0,0,0,0
1382290969,0,0,0,0,0,0,0,0,0
1382290970,0,0,0,0,0,0,0,0,0
1382290971,0,0,0,0,0,0,0,0,0
1382290972,0,0,0,0,0,0,0,0,0
1382290973,0,0,0,0,0,0,0,0,0
1382290974,0,0,0,0,0,0,0,0,0
1382290975,0,0,0,0,0,0,0,0,0
1382290976,0,0,0,0,0,0,0,0,0
1382290977,0,0,0,0,0,0,0,0,0
1382290978,0,0,0,0,0,0,0,0,0
1382290979,0,0,0,0,0,0,0,0,0
1382290980,0,0,0,0,0,0,0,0,0
1382290981,0,0,0,0,0,0,0,0,0
1382290982,0,0,0,0,0,0,0,0,0
1382290983,0,0,0,0,0,0,0,0,0
1382290984,0,0,0,0,0,0,0,0,0
1382290985,0,0,0,0,0,0,0,0,0
1382290986,0,0,0,0,0,0,0,0,0
1382290987,0,0,0,0,0,0,0,0,0
1382290988,0,0,0,0,0,0,0,0,0
1382290989,0,0,0,0,0,0,0,0,0
1382290990,0,0,0,0,0,0,0,0,0
1382290991,0,0,0,0,0,0,0,0,0
1382290992,0,0,0,0,0,0,0,0,0
1382290993,0,0,0,0,0,0,0,0,0
1382290994,0,0,0,0,0,0,0,0,0
1382290995,0,0,0,0,0,0,0,0,0
1382290996,0,0,0,0,0,0,0,0,0
1382290997,0,0,0,0,0,0,0,0,0
1382290998,0,0,0,0,0,0,0,0,0
1382290999,0,0,0,0,0,0,0,0,0
1382291000,0,0,0,0,0,0,0,0,0
1382291001,0,0,0,0,0,0,0,0,0
1382291002,0,0,0,0,0,0,0,0,0
1382291003,0,0,0,0,0,0,0,0,0
1382291004,0,0,0,0,0,0,0,0,0
1382291005,0,0,0,0,0,0,0,0,0
1382291006,0,0,0,0,0,0,0,0,0
1382291007,0,0,0,0,0,0,0,0,0
1382291008,0,0,0,0,0,0,0,0,0
1382291009,0,0,0,0,0,0,0,0,0
1382291010,0,0,0,0,0,0,0,0,0
1382291011,0,0,0,0,0,0,0,0,0
1382291012,0,0,0,0,0,0,0,0,0
1382291013,0,0,0,0,0,0,0,0,0
1382291014,0,0,0,0,0,0,0,0,0
1382291015,0,0,0,0,0,0,0,0,0
1382291016,0,0,0,0,0,0,0,0,0
1382291017,0,0,0,0,0,0,0,0,0
1382291018,0,0,0,0,0,0,0,0,0
1382291019,0,0,0,0,0,0,0,0,0
1382291020,0,0,0,0,0,0,0,0,0
1382291021,0,0,0,0,0,0,0,0,0
1382291022,0,0,0,0,0,0,0,0,0
1382291023,0,0,0,0,0,0,0,0,0
1382291024,0,0,0,0,0,0,0,0,0
1382291025,0,0,0,0,0,0,0,0,0
1382291026,0,0,0,0,0,0,0,0,0
1382291027,0,0,0,0,0,0,0,0,0
1382291028,0,0,0,0,0,0,0,0,0
1382291029,0,0,0,0,0,0,0,0,0
1382291030,0,0,0,0,0,0,0,0,0
1382291031,0,0,0,0,0,0,0,0,0
1382291032,0,0,0,0,0,0,0,0,0
1382291033,0,0,0,0,0,0,0,0,0
1382291034,0,0,0,0,0,0,0,0,0
1382291035,0,0,0,0,0,0,0,0,0
1382291036,0,0,0,0,0,0,0,0,0
1382291037,0,0,0,0,0,0,0,0,0
1382291038,0,0,0,0,0,0,0,0,0
1382291039,0,0,0,0,0,0,0,0,0
1382291040,0,0,0,0,0,0,0,0,0
1382291041,0,0,0,0,0,0,0,0,0
1382291042,0,0,0,0,0,0,0,0,0
1382291043,0,0,0,0,0,0,0,0,0
1382291044,0,0,0,0,0,0,0,0,0
1382291045,0,0,0,0,0,0,0,0,0
1382291046,0,0,0,0,0,0,0,0,0
1382291047,0,0,0,0,0,0,0,0,0
1382291048,0,0,0,0,0,0,0,0,0
1382291049,0,0,0,0,0,0,0,0,0
1382291050,0,0,0,0,0,0,0,0,0
1382291051,0,0,0,0,0,0,0,0,0
1382291052,0,0,0,0,0,0,0,0,0
1382291053,0,0,0,0,0,0,0,0,0
1382291054,0,0,0,0,0,0,0,0,0
1382291055,0,0,0,0,0,0,0,0,0
1382291056,0,0,0,0,0,0,0,0,0
1382291057,0,0,0,0,0,0,0,0,0
1382291058,0,0,0,0,0,0,0,0,0
1382291059,0,0,0,0,0,0,0,0,0
1382291060,0,0,0,0,0,0,0,0,0
1382291061,0,0,0,0,0,0,0,0,0
1382291062,0,0,0,0,0,0,0,0,0
1382291063,0,0,0,0,0,0,0,0,0
1382291064,0,0,0,0,0,0,0,0,0
1382291065,0,0,0,0,0,0,0,0,0
1382291066,0,0,0,0,0,0,0,0,0
1382291067,0,0,0,0,0,0,0,0,0
1382291068,0,0,0,0,0,0,0,0,0
1382291069,0,0,0,0,0,0,0,0,0
1382291070,0,0,0,0,0,0,0,0,0
1382291071,0,0,0,0,0,0,0,0,0
1382291072,0,0,0,0,0,0,0,0,0
1382291073,0,0,0,0,0,0,0,0,0
1382291074,0,0,0,0,0,0,0,0,0
1382291075,0,0,0,0,0,0,0,0,0
1382291076,0,0,0,0,0,0,0,0,0
1382291077,0,0,0,0,0,0,0,0,0
1382291078,0,0,0,0,0,0,0,0,0
1382291079,0,0,0,0,0,0,0,0,0
1382291080,0,0,0,0,0,0,0,0,0
1382291081,0,0,0,0,0,0,0,0,0
1382291082,0,0,0,0,0,0,0,0,0
1382291083,0,0,0,0,0,0,0,0,0
1382291084,0,0,0,0,0,0,0,0,0
1382291085,0,0,0,0,0,0,0,0,0
1382291086,0,0,0,0,0,0,0,0,0
1382291087,0,0,0,0,0,0,0,0,0
1382291088,0,0,0,0,0,0,0,0,0
1382291089,0,0,0,0,0,0,0,0,0
1382291090,0,0,0,0,0,0,0,0,0
1382291091,0,0,0,0,0,0,0,0,0
1382291092,0,0,0,0,0,0,0,0,0
1382291093,0,0,0,0,0,0,0,0,0
1382291094,0,0,0,0,0,0,0,0,0
1382291095,0,0,0,0,0,0,0,0,0
1382291096,0,0,0,0,0,0,0,0,0
1382291097,0,0,0,0,0,0,0,0,0
1382291098,0,0,0,0,0,0,0,0,0
1382291099,0,0,0,0,0,0,0,0,0
1382291100,0,0,0,0,0,0,0,0,0
1382291101,0,0,0,0,0,0,0,0,0
1382291102,0,0,0,0,0,0,0,0,0
1382291103,0,0,0,0,0,0,0,0,0
1382291104,0,0,0,0,0,0,0,0,0
1382291105,0,0,0,0,0,0,0,0,0
1382291106,0,0,0,0,0,0,0,0,0
1382291107,0,0,0,0,0,0,0,0,0
1382291108,0,0,0,0,0,0,0,0,0
1382291109,0,0,0,0,0,0,0,0,0
1382291110,0,0,0,0,0,0,0,0,0
1382291111,0,0,0,0,0,0,0,0,0
1382291112,0,0,0,0,0,0,0,0,0
1382291113,0,0,0,0,0,0,0,0,0
1382291114,0,0,0,0,0,0,0,0,0
1382291115,0,0,0,0,0,0,0,0,0
1382291116,0,0,0,0,0,0,0,0,0
1382291117,0,0,0,0,0,0,0,0,0
1382291118,0,0,0,0,0,0,0,0,0
1382291119,0,0,0,0,0,0,0,0,0
1382291120,0,0,0,0,0,0,0,0,0
1382291121,0,0,0,0,0,0,0,0,0
1382291122,0,0,0,0,0,0,0,0,0
1382291123,0,0,0,0,0,0,0,0,0
1382291124,0,0,0,0,0,0,0,0,0
1382291125,0,0,0,0,0,0,0,0,0
1382291126,0,0,0,0,0,0,0,0,0
1382291127,0,0,0,0,0,0,0,0,0
1382291128,0,0,0,0,0,0,0,0,0
1382291129,0,0,0,0,0,0,0,0,0
1382291130,0,0,0,0,0,0,0,0,0
1382291131,0,0,0,0,0,0,0,0,0
1382291132,0,0,0,0,0,0,0,0,0
1382291133,0,0,0,0,0,0,0,0,0
1382291134,0,0,0,0,0,0,0,0,0
1382291135,0,0,0,0,0,0,0,0,0
1382291136,0,0,0,0,0,0,0,0,0
1382291137,0,0,0,0,0,0,0,0,0
1382291138,0,0,0,0,0,0,0,0,0
1382291139,0,0,0,0,0,0,0,0,0
1382291140,0,0,0,0,0,0,0,0,0
1382291141,0,0,0,0,0,0,0,0,0
1382291142,0,0,0,0,0,0,0,0,0
1382291143,0,0,0,0,0,0,0,0,0
1382291144,0,0,0,0,0,0,0,0,0
1382291145,0,0,0,0,0,0,0,0,0
1382291146,0,0,0,0,0,0,0,0,0
1382291147,0,0,0,0,0,0,0,0,0
1382291148,0,0,0,0,0,0,0,0,0
1382291149,0,0,0,0,0,0,0,0,0
1382291150,0,0,0,0,0,0,0,0,0
1382291151,0,0,0,0,0,0,0,0,0
1382291152,0,0,0,0,0,0,0,0,0
1382291153,0,0,0,0,0,0,0,0,0
1382291154,0,0,0,0,0,0,0,0,0
1382291155,0,0,0,0,0,0,0,0,0
1382291156,0,0,0,0,0,0,0,0,0
1382291157,0,0,0,0,0,0,0,0,0
1382291158,0,0,0,0,0,0,0,0,0
1382291159,0,0,0,0,0,0,0,0,0
1382291160,0,0,0,0,0,0,0,0,0
1382291161,0,0,0,0,0,0,0,0,0
1382291162,0,0,0,0,0,0,0,0,0
1382291163,0,0,0,0,0,0,0,0,0
1382291164,0,0,0,0,0,0,0,0,0
1382291165,0,0,0,0,0,0,0,0,0
1382291166,0,0,0,0,0,0,0,0,0
1382291167,0,0,0,0,0,0,0,0,0
1382291168,0,0,0,0,0,0,0,0,0
1382291169,0,0,0,0,0,0,0,0,0
1382291170,0,0,0,0,0,0,0,0,0
1382291171,0,0,0,0,0,0,0,0,0
1382291172,0,0,0,0,0,0,0,0,0
1382291173,0,0,0,0,0,0,0,0,0
1382291174,0,0,0,0,0,0,0,0,0
1382291175,0,0,0,0,0,0,0,0,0
1382291176,0,0,0,0,0,0,0,0,0
1382291177,0,0,0,0,0,0,0,0,0
1382291178,0,0,0,0,0,0,0,0,0
1382291179,0,0,0,0,0,0,0,0,0
1382291180,0,0,0,0,0,0,0,0,0
1382291181,0,0,0,0,0,0,0,0,0
1382291182,0,0,0,0,0,0,0,0,0
1382291183,0,0,0,0,0,0,0,0,0
1382291184,0,0,0,0,0,0,0,0,0
1382291185,0,0,0,0,0,0,0,0,0
1382291186,0,0,0,0,0,0,0,0,0
1382291187,0,0,0,0,0,0,0,0,0
1382291188,0,0,0,0,0,0,0,0,0
1382291189,0,0,0,0,0,0,0,0,0
1382291190,0,0,0,0,0,0,0,0,0
1382291191,0,0,0,0,0,0,0,0,0
1382291192,0,0,0,0,0,0,0,0,0
1382291193,0,0,0,0,0,0,0,0,0
1382291194,0,0,0,0,0,0,0,0,0
1382291195,0,0,0,0,0,0,0,0,0
1382291196,0,0,0,0,0,0,0,0,0
1382291197,0,0,0,0,0,0,0,0,0
1382291198,0,0,0,0,0,0,0,0,0
1382291199,0,0,0,0,0,0,0,0,0
1382291200,0,0,0,0,0,0,0,0,0
1382291201,0,0,0,0,0,0,0,0,0
1382291202,0,0,0,0,0,0,0,0,0
1382291203,0,0,0,0,0,0,0,0,0
1382291204,0,0,0,0,0,0,0,0,0
1382291205,0,0,0,0,0,0,0,0,0
